"nm" "bkm" "wfl" "SBez" "lage.15" "Makrolage" "NeuerVertrag" "dauermv" "gew.HH_Total" "gew.HH_Erw" "gew.md"
"2709" 655 782.96 64 "Schwabing West" 3 1 0 343 1.08798410055326 1.08272083389015 1.18452668384622
"2710" 720.53 813.41 71 "Laim" 3 0 0 453 1.08798410055326 1.08272083389015 1.18452668384622
"2711" 1132.99 1343.38 97 "Neuhausen-Nymphenburg" 3 1 0 176 1.08798410055326 1.08272083389015 1.0008582768322
"2712" 567.13 585.93 60 "Milbersthofen-Am Hart" 2 0 0 238 1.08798410055326 1.08272083389015 1.0008582768322
"2713" 986.11 1077.31 95 "Au-Haidhausen" 3 1 0 309 1.08798410055326 1.08272083389015 1.18452668384622
"2714" 1750 2050 100 "Milbersthofen-Am Hart" 2 0 1 11 1.08798410055326 1.08272083389015 0.961135367784455
"2715" 784 865.32 84 "Schwabing West" 3 1 0 141 0.543992050276629 0.541360416945076 1.0008582768322
"2716" 848.63 927.73 70 "Ramersdorf-Perlach" 3 0 0 465 0.543992050276629 0.541360416945076 1.18452668384622
"2717" 1012 1160.3 90 "Thalkirchen..." 3 0 0 153 0.543992050276629 0.541360416945076 1.0008582768322
"2718" 1056.13 1180.01 88 "Schwabing West" 3 1 0 164 1.08798410055326 1.08272083389015 1.0008582768322
"2719" 540.63 608.97 67 "Schwabing West" 3 1 0 426 1.08798410055326 1.08272083389015 1.18452668384622
"2720" 296 371.9 47 "Sendling" 2 0 0 249 1.08798410055326 1.08272083389015 1.18452668384622
"2721" 1245 1273.04 76 "Milbersthofen-Am Hart" 3 1 0 117 1.08798410055326 1.08272083389015 0.961135367784455
"2722" 897.31 1000.71 63 "Obergiesing" 2 0 0 70 1.08798410055326 1.08272083389015 0.961135367784455
"2723" 571.52 670.33 83 "Schwabing West" 3 1 0 212 0.543992050276629 0.541360416945076 1.0008582768322
"2724" 585.99 650.51 53 "Maxvorstadt" 3 1 0 10 0.543992050276629 0.541360416945076 0.961135367784455
"2725" 1119.73 1252.51 109 "Schwanthalerh<U+00F6>he" 2 1 0 395 0.543992050276629 0.541360416945076 1.18452668384622
"2726" 510.64 675.95 73 "Neuhausen-Nymphenburg" 3 0 1 21 1.08798410055326 1.08272083389015 0.961135367784455
"2727" 714 800 55 "Fledmoching-Hasenbergel" 2 0 0 269 1.08798410055326 1.08272083389015 1.18452668384622
"2728" 770 840.14 66 "Neuhausen-Nymphenburg" 2 1 1 7 1.08798410055326 1.08272083389015 0.961135367784455
"2729" 1525.2 1650 120 "Schwabing-Freimann" 2 0 0 101 1.08798410055326 1.08272083389015 0.961135367784455
"2730" 1095 1212.6 80 "Obergiesing" 3 0 1 15 1.08798410055326 1.08272083389015 0.961135367784455
"2731" 751.58 846.85 67 "Schwabing-Freimann" 3 1 0 318 1.08798410055326 1.08272083389015 1.18452668384622
"2732" 898.3 973.9 72 "Neuhausen-Nymphenburg" 3 1 0 192 1.08798410055326 1.08272083389015 1.0008582768322
"2733" 569.78 651.2 86 "Obergiesing" 2 0 0 86 1.08798410055326 1.08272083389015 0.961135367784455
"2734" 437 478.18 34 "Hadern" 2 0 0 143 1.08798410055326 1.08272083389015 1.0008582768322
"2735" 545.08 588.02 38 "Maxvorstadt" 3 1 1 18 1.08798410055326 1.08272083389015 0.961135367784455
"2736" 1730 1731.95 133 "Ludwigvorstadt-Isarvorstadt" 3 1 0 445 1.08798410055326 0.541360416945076 1.18452668384622
"2737" 1369.32 1465 92 "Bogenhausen" 3 0 1 7 1.08798410055326 1.08272083389015 0.961135367784455
"2738" 1158 1250 113 "Sendling" 2 1 0 302 1.08798410055326 1.08272083389015 1.18452668384622
"2739" 532.4 632.4 62 "Au-Haidhausen" 3 1 0 488 1.08798410055326 1.08272083389015 1.18452668384622
"2740" 669 914 59 "Hadern" 2 0 0 102 1.08798410055326 1.08272083389015 0.961135367784455
"2741" 800 852 50 "Au-Haidhausen" 3 1 0 96 0.543992050276629 0.541360416945076 0.961135367784455
"2742" 767.94 878.28 54 "Milbersthofen-Am Hart" 2 0 0 412 1.08798410055326 1.08272083389015 1.18452668384622
"2743" 838.55 906.15 65 "Neuhausen-Nymphenburg" 2 0 0 547 1.08798410055326 1.08272083389015 1.18452668384622
"2744" 1100 1200 72 "Untergiesing" 2 0 1 39 1.08798410055326 1.08272083389015 0.961135367784455
"2745" 987 1100 100 "Neuhausen-Nymphenburg" 3 0 0 407 1.08798410055326 1.08272083389015 1.18452668384622
"2746" 530 656.6 52 "Bogenhausen" 2 0 0 149 1.08798410055326 1.08272083389015 1.0008582768322
"2747" 696 770.1 53 "Neuhausen-Nymphenburg" 2 1 0 179 1.08798410055326 1.08272083389015 1.0008582768322
"2748" 589.62 786.62 90 "Ramersdorf-Perlach" 2 0 0 423 1.08798410055326 1.08272083389015 1.18452668384622
"2749" 865 1021.36 78 "Thalkirchen..." 2 0 0 243 0.543992050276629 0.541360416945076 1.18452668384622
"2750" 1350 1548.74 93 "Trudering-Riem" 3 0 0 54 1.08798410055326 1.08272083389015 0.961135367784455
"2751" 1220.5 1350.5 125 "Neuhausen-Nymphenburg" 3 0 0 413 1.08798410055326 1.08272083389015 1.18452668384622
"2752" 1100 1216.43 137 "Ramersdorf-Perlach" 3 0 0 216 1.08798410055326 1.08272083389015 1.0008582768322
"2753" 1370 1455.7 90 "Sendling-Westpark" 3 0 1 39 1.08798410055326 1.08272083389015 0.961135367784455
"2754" 897 1026.46 69 "Bogenhausen" 2 0 1 33 1.08798410055326 1.08272083389015 0.961135367784455
"2755" 912 1011.67 73 "Hadern" 2 0 0 462 1.08798410055326 1.08272083389015 1.18452668384622
"2756" 1490 1860 89 "Sendling-Westpark" 3 0 1 2 1.08798410055326 1.08272083389015 0.961135367784455
"2757" 780 849.25 109 "Trudering-Riem" 3 0 0 598 1.08798410055326 1.08272083389015 1.18452668384622
"2758" 1370 1500 75 "Maxvorstadt" 3 1 1 66 1.08798410055326 1.08272083389015 0.961135367784455
"2759" 1180 1306.64 84 "Bogenhausen" 2 0 1 34 0.543992050276629 0.541360416945076 0.961135367784455
"2760" 636.7 760.65 66 "Milbersthofen-Am Hart" 2 0 0 696 1.08798410055326 1.08272083389015 1.18452668384622
"2761" 509 589.34 94 "Schwanthalerh<U+00F6>he" 2 1 0 639 1.08798410055326 1.08272083389015 1.18452668384622
"2762" 483.31 571.76 43 "Sendling-Westpark" 2 0 0 157 1.08798410055326 1.08272083389015 1.0008582768322
"2763" 519 554.7 30 "Laim" 3 0 0 18 1.08798410055326 1.08272083389015 0.961135367784455
"2764" 1228 1319.12 81 "Sendling-Westpark" 2 0 0 63 1.08798410055326 1.08272083389015 0.961135367784455
"2765" 1136.5 1320.75 75 "Trudering-Riem" 2 0 1 24 1.08798410055326 1.08272083389015 0.961135367784455
"2766" 456.38 540 74 "Au-Haidhausen" 2 1 0 531 1.08798410055326 1.08272083389015 1.18452668384622
"2767" 1222.38 1327.47 93 "Pasing-Obermenzing" 3 0 0 86 1.08798410055326 1.08272083389015 0.961135367784455
"2768" 1165 1383.5 86 "Allach-Untermenzing" 2 0 1 3 1.08798410055326 1.08272083389015 0.961135367784455
"2769" 1115 1243.28 68 "Sendling" 2 0 1 13 1.08798410055326 1.08272083389015 0.961135367784455
"2770" 1577.93 1744.23 95 "Au-Haidhausen" 2 1 0 78 0.543992050276629 0.541360416945076 0.961135367784455
"2771" 845.88 991.9 89 "Pasing-Obermenzing" 2 0 0 250 0.543992050276629 0.541360416945076 1.18452668384622
"2772" 776 900.18 42 "Obergiesing" 2 0 0 80 1.08798410055326 1.08272083389015 0.961135367784455
"2773" 875 965.11 53 "Hadern" 3 0 1 13 1.08798410055326 1.08272083389015 0.961135367784455
"2774" 880.6 979 127 "Ludwigvorstadt-Isarvorstadt" 2 1 0 420 1.08798410055326 1.08272083389015 1.18452668384622
"2775" 1043 1211.79 73 "Sendling" 2 0 1 41 1.08798410055326 1.08272083389015 0.961135367784455
"2776" 710 787.57 51 "Moosach" 2 0 0 237 1.08798410055326 1.08272083389015 1.0008582768322
"2777" 1119.5 1250.5 92 "Ludwigvorstadt-Isarvorstadt" 3 1 0 334 0.543992050276629 0.541360416945076 1.18452668384622
"2778" 975 1125 55 "Berg am Laim" 3 0 0 8 0.543992050276629 0.541360416945076 0.961135367784455
"2779" 206.05 284.05 32 "Au-Haidhausen" 3 1 0 128 1.08798410055326 1.08272083389015 1.0008582768322
"2780" 1022 1203 60 "Obergiesing" 2 0 0 11 0.543992050276629 0.541360416945076 0.961135367784455
"2781" 667 879.6 65 "Fledmoching-Hasenbergel" 2 0 0 258 1.08798410055326 1.08272083389015 1.18452668384622
"2782" 1034.67 1128.69 77 "Bogenhausen" 3 0 0 340 1.08798410055326 1.08272083389015 1.18452668384622
"2783" 655.8 768.8 53 "Schwanthalerh<U+00F6>he" 2 1 0 180 1.08798410055326 1.08272083389015 1.0008582768322
"2784" 923.2 993.2 53 "Maxvorstadt" 3 1 0 196 0.543992050276629 0.541360416945076 1.0008582768322
"2785" 764 874.69 69 "Bogenhausen" 2 0 0 188 1.08798410055326 1.08272083389015 1.0008582768322
"2786" 525.68 636.42 98 "Laim" 2 0 0 100 1.08798410055326 1.08272083389015 0.961135367784455
"2787" 694.28 702.58 62 "Berg am Laim" 2 0 0 200 1.08798410055326 1.08272083389015 1.0008582768322
"2788" 1676.32 1810.48 129 "Ludwigvorstadt-Isarvorstadt" 3 1 0 297 0.543992050276629 0.541360416945076 1.18452668384622
"2789" 867.52 947.44 72 "Aubing..." 2 0 0 176 0.543992050276629 0.541360416945076 1.0008582768322
"2790" 1660 1842.92 102 "Ludwigvorstadt-Isarvorstadt" 3 1 0 372 1.08798410055326 1.08272083389015 1.18452668384622
"2791" 530 598.38 34 "Obergiesing" 2 0 0 420 1.08798410055326 1.08272083389015 1.18452668384622
"2792" 551.29 607.45 54 "Bogenhausen" 3 0 0 300 1.08798410055326 1.08272083389015 1.18452668384622
"2793" 570.73 681 58 "Ludwigvorstadt-Isarvorstadt" 3 1 0 246 1.08798410055326 1.08272083389015 1.18452668384622
"2794" 760 810.08 76 "Sendling-Westpark" 2 0 0 580 1.08798410055326 1.08272083389015 1.18452668384622
"2795" 1855 2260 130 "Pasing-Obermenzing" 3 0 1 19 1.08798410055326 1.08272083389015 0.961135367784455
"2796" 624 690 73 "Untergiesing" 2 0 0 428 1.08798410055326 1.08272083389015 1.18452668384622
"2797" 891.63 954.83 70 "Schwabing West" 3 1 0 51 1.08798410055326 1.08272083389015 0.961135367784455
"2798" 590 689 59 "Bogenhausen" 3 0 0 323 1.08798410055326 1.08272083389015 1.18452668384622
"2799" 724.5 823.62 67 "Milbersthofen-Am Hart" 2 0 0 125 0.543992050276629 0.541360416945076 1.0008582768322
"2800" 1880 1993.9 110 "Pasing-Obermenzing" 3 0 1 41 1.08798410055326 1.08272083389015 0.961135367784455
"2801" 1064 1222.59 81 "Laim" 2 0 0 57 1.08798410055326 1.08272083389015 0.961135367784455
"2802" 597 674.92 53 "Thalkirchen..." 3 0 0 216 1.08798410055326 1.08272083389015 1.0008582768322
"2803" 840 990 58 "Fledmoching-Hasenbergel" 2 0 1 3 1.08798410055326 1.08272083389015 0.961135367784455
"2804" 1650 1732.63 97 "Trudering-Riem" 3 0 1 11 1.08798410055326 1.08272083389015 0.961135367784455
"2805" 785.88 923.99 59 "Sendling" 2 1 0 224 1.08798410055326 1.08272083389015 1.0008582768322
"2806" 927.79 1037.79 57 "Schwanthalerh<U+00F6>he" 2 1 0 101 1.08798410055326 1.08272083389015 0.961135367784455
"2807" 984.31 1039.88 71 "Neuhausen-Nymphenburg" 3 1 0 116 1.08798410055326 1.08272083389015 0.961135367784455
"2808" 806 884 75 "Fledmoching-Hasenbergel" 2 0 0 206 1.08798410055326 1.08272083389015 1.0008582768322
"2809" 1700 1827.52 92 "Neuhausen-Nymphenburg" 3 0 0 43 1.08798410055326 1.08272083389015 0.961135367784455
"2810" 1128.1 1222.1 48 "Obergiesing" 2 0 0 49 1.08798410055326 1.08272083389015 0.961135367784455
"2811" 1205.78 1299.57 83 "Pasing-Obermenzing" 2 0 0 50 1.08798410055326 1.08272083389015 0.961135367784455
"2812" 1526 1720.5 95 "Pasing-Obermenzing" 3 0 1 25 1.08798410055326 1.08272083389015 0.961135367784455
"2813" 480 530.8 30 "Schwabing-Freimann" 3 1 0 126 1.08798410055326 1.08272083389015 1.0008582768322
"2814" 2795 2967.5 125 "Ludwigvorstadt-Isarvorstadt" 3 1 0 54 1.08798410055326 1.08272083389015 0.961135367784455
"2815" 1140.12 1215 72 "Fledmoching-Hasenbergel" 2 0 1 63 0.543992050276629 0.541360416945076 0.961135367784455
"2816" 630 648.1 35 "Ramersdorf-Perlach" 2 0 1 57 1.08798410055326 1.08272083389015 0.961135367784455
"2817" 1140 1270.7 70 "Bogenhausen" 2 0 0 45 0.543992050276629 1.08272083389015 0.961135367784455
"2818" 1147.08 1278.28 135 "Schwabing West" 3 1 1 61 1.08798410055326 1.08272083389015 0.961135367784455
"2819" 850 949.8 60 "Trudering-Riem" 2 0 1 66 1.08798410055326 1.08272083389015 0.961135367784455
"2820" 1200 1243.6 63 "Pasing-Obermenzing" 3 0 1 13 1.08798410055326 1.08272083389015 0.961135367784455
"2821" 650 933.2 80 "Fledmoching-Hasenbergel" 2 0 0 135 1.08798410055326 1.08272083389015 1.0008582768322
"2822" 632.5 743 50 "Laim" 3 0 0 189 1.08798410055326 1.08272083389015 1.0008582768322
"2823" 2080 2213.06 126 "Moosach" 3 0 1 23 1.08798410055326 1.08272083389015 0.961135367784455
"2824" 820 890 58 "Maxvorstadt" 3 1 0 129 0.543992050276629 0.541360416945076 1.0008582768322
"2825" 3393 3578 123 "Schwabing-Freimann" 3 1 0 49 1.08798410055326 1.08272083389015 0.961135367784455
"2826" 1442.1 1537.58 68 "Schwabing West" 3 1 0 61 1.08798410055326 1.08272083389015 0.961135367784455
"2827" 1120 1267 75 "Bogenhausen" 4 0 0 178 1.08798410055326 1.08272083389015 1.0008582768322
"2828" 1033.86 1114.09 71 "Laim" 2 0 0 86 1.08798410055326 1.08272083389015 0.961135367784455
"2829" 790 905.98 63 "Thalkirchen..." 3 0 0 178 1.08798410055326 1.08272083389015 1.0008582768322
"2830" 680.75 811.31 56 "Pasing-Obermenzing" 3 0 0 175 1.08798410055326 1.08272083389015 1.0008582768322
"2831" 1125 1292.72 68 "Pasing-Obermenzing" 3 0 0 46 1.08798410055326 1.08272083389015 0.961135367784455
"2832" 747.46 816.78 62 "Milbersthofen-Am Hart" 2 0 0 93 0.543992050276629 0.541360416945076 0.961135367784455
"2833" 1133 1205.87 53 "Sendling" 2 1 0 40 1.08798410055326 1.08272083389015 0.961135367784455
"2834" 1026 1115.55 65 "Ludwigvorstadt-Isarvorstadt" 3 1 1 15 1.08798410055326 1.08272083389015 0.961135367784455
"2835" 886 917.4 70 "Schwabing West" 3 1 0 146 1.08798410055326 1.08272083389015 1.0008582768322
"2836" 1087 1237 77 "Ludwigvorstadt-Isarvorstadt" 3 1 1 12 1.08798410055326 1.08272083389015 0.961135367784455
"2837" 1095 1200.03 89 "Pasing-Obermenzing" 2 0 0 169 1.08798410055326 1.08272083389015 1.0008582768322
"2838" 953 1131.25 75 "Berg am Laim" 2 0 0 168 1.08798410055326 1.08272083389015 1.0008582768322
"2839" 1613.42 1755.1 101 "Neuhausen-Nymphenburg" 3 0 0 92 1.08798410055326 1.08272083389015 0.961135367784455
"2840" 1000 1013.34 102 "Aubing..." 3 0 0 129 1.08798410055326 1.08272083389015 1.0008582768322
"2841" 480 582.62 46 "Ramersdorf-Perlach" 2 0 0 93 1.08798410055326 1.08272083389015 0.961135367784455
"2842" 1900 2173.2 128 "Neuhausen-Nymphenburg" 3 0 1 45 1.08798410055326 1.08272083389015 0.961135367784455
"2843" 787 919.4 56 "Sendling" 2 1 0 164 1.08798410055326 1.08272083389015 1.0008582768322
"2844" 1987 2143.68 104 "Neuhausen-Nymphenburg" 4 0 0 92 1.08798410055326 1.08272083389015 0.961135367784455
"2845" 870 983.46 58 "Sendling" 2 0 1 38 1.08798410055326 1.08272083389015 0.961135367784455
"2846" 763.72 845.66 54 "Ramersdorf-Perlach" 2 0 0 67 1.08798410055326 1.08272083389015 0.961135367784455
"2847" 800 924.55 55 "Obergiesing" 2 0 1 26 1.08798410055326 1.08272083389015 0.961135367784455
"2848" 1122 1232 74 "Ludwigvorstadt-Isarvorstadt" 3 1 1 24 1.08798410055326 1.08272083389015 0.961135367784455
"2849" 916 1008.28 86 "Hadern" 2 0 0 120 0.543992050276629 0.541360416945076 0.961135367784455
"2850" 1116.7 1216.46 68 "Au-Haidhausen" 3 1 0 29 1.08798410055326 1.08272083389015 0.961135367784455
"2851" 1920 2440 101 "Fledmoching-Hasenbergel" 2 0 1 14 1.08798410055326 1.08272083389015 0.961135367784455
"2852" 1550 1820 102 "Ramersdorf-Perlach" 3 0 1 28 1.08798410055326 1.08272083389015 0.961135367784455
"2853" 1416 1586 98 "Schwabing West" 3 1 0 154 1.08798410055326 1.08272083389015 1.0008582768322
"2854" 890 993.02 54 "Berg am Laim" 2 0 0 31 1.08798410055326 1.08272083389015 0.961135367784455
"2855" 870 1018.87 61 "Schwabing-Freimann" 3 0 0 47 1.08798410055326 1.08272083389015 0.961135367784455
"2856" 1389.27 1603.95 86 "Schwanthalerh<U+00F6>he" 2 1 0 81 1.08798410055326 1.08272083389015 0.961135367784455
"2857" 1500 1638 100 "Laim" 2 0 1 71 1.08798410055326 1.08272083389015 0.961135367784455
"2858" 990 1114.99 61 "Schwabing West" 3 1 0 90 1.08798410055326 1.08272083389015 0.961135367784455
"2859" 890 1100 53 "Sendling" 2 0 0 18 1.08798410055326 1.08272083389015 0.961135367784455
"2860" 1395 1509.08 92 "Sendling-Westpark" 3 0 1 15 1.08798410055326 1.08272083389015 0.961135367784455
"2861" 1477.68 1610.69 79 "Sendling" 2 0 1 9 1.08798410055326 1.08272083389015 0.961135367784455
"2862" 820 980 51 "Sendling-Westpark" 2 0 1 4 1.08798410055326 1.08272083389015 0.961135367784455
"2863" 997.46 1144.46 64 "Maxvorstadt" 3 1 1 22 1.08798410055326 1.08272083389015 0.961135367784455
"2864" 729.5 894.64 69 "Schwabing West" 2 1 1 21 1.08798410055326 1.08272083389015 0.961135367784455
"2865" 2000 2100 65 "Schwabing-Freimann" 3 1 0 1 0.543992050276629 0.541360416945076 0.961135367784455
"2866" 1142 1232 78 "Maxvorstadt" 3 1 0 147 1.08798410055326 1.08272083389015 1.0008582768322
"2867" 807 910.54 63 "Untergiesing" 2 0 0 171 1.08798410055326 1.08272083389015 1.0008582768322
"2868" 980 1097.92 64 "Ludwigvorstadt-Isarvorstadt" 3 1 1 18 1.08798410055326 1.08272083389015 0.961135367784455
"2869" 2083 2300 113 "Milbersthofen-Am Hart" 2 0 1 27 1.08798410055326 1.08272083389015 0.961135367784455
"2870" 1150 1319.25 75 "Schwabing West" 3 1 0 29 0.543992050276629 0.541360416945076 0.961135367784455
"2871" 769 859 53 "Thalkirchen..." 2 0 0 20 1.08798410055326 1.08272083389015 0.961135367784455
"2872" 662 690.65 55 "Laim" 2 0 0 138 1.08798410055326 1.08272083389015 1.0008582768322
"2873" 1250 1383.52 83 "Milbersthofen-Am Hart" 2 0 1 45 0.543992050276629 1.08272083389015 0.961135367784455
"2874" 890.92 1124.16 53 "Schwabing-Freimann" 3 0 0 63 1.08798410055326 1.08272083389015 0.961135367784455
"2875" 1084 1156.34 82 "Obergiesing" 2 0 0 122 0.543992050276629 1.08272083389015 1.0008582768322
"2876" 1649.78 1875.11 111 "Schwabing West" 3 1 0 138 0.543992050276629 0.541360416945076 1.0008582768322
"2877" 1180 1330.9 70 "Sendling" 2 1 1 18 1.08798410055326 1.08272083389015 0.961135367784455
"2878" 839 995.5 83 "Bogenhausen" 2 0 0 137 1.08798410055326 1.08272083389015 1.0008582768322
"2879" 852 1022 61 "Untergiesing" 2 0 1 3 1.08798410055326 1.08272083389015 0.961135367784455
"2880" 1056.67 1150.46 83 "Neuhausen-Nymphenburg" 2 1 0 157 1.08798410055326 1.08272083389015 1.0008582768322
"2881" 1337 1451.82 79 "Sendling-Westpark" 3 0 1 41 1.08798410055326 1.08272083389015 0.961135367784455
"2882" 1750 1911.9 115 "Untergiesing" 4 0 1 63 1.08798410055326 1.08272083389015 0.961135367784455
"2883" 860 971.25 75 "Untergiesing" 2 0 0 116 1.08798410055326 1.08272083389015 0.961135367784455
"2884" 1725 2060 95 "Sendling-Westpark" 2 0 0 5 1.08798410055326 1.08272083389015 0.961135367784455
"2885" 1190 1390 80 "Sendling-Westpark" 2 0 0 7 1.08798410055326 1.08272083389015 0.961135367784455
"2886" 648.59 732.48 54 "Au-Haidhausen" 2 1 0 159 0.543992050276629 0.541360416945076 1.0008582768322
"2887" 725 900 54 "Schwanthalerh<U+00F6>he" 2 1 1 2 1.08798410055326 1.08272083389015 0.961135367784455
"2888" 1500 1664.06 86 "Altstadt-Lehel" 4 1 1 45 1.08798410055326 1.08272083389015 0.961135367784455
"2889" 820 919.4 58 "Sendling-Westpark" 2 0 0 95 1.08798410055326 1.08272083389015 0.961135367784455
"2890" 880 1050 65 "Schwabing-Freimann" 3 0 0 131 1.08798410055326 1.08272083389015 1.0008582768322
"2891" 1020 1068.6 70 "Untergiesing" 2 0 0 63 1.08798410055326 1.08272083389015 0.961135367784455
"2892" 840 912.02 47 "Au-Haidhausen" 3 1 0 74 1.08798410055326 1.08272083389015 0.961135367784455
"2893" 1338.76 1435.94 86 "Aubing..." 2 0 0 35 1.08798410055326 1.08272083389015 0.961135367784455
"2894" 1120 1273.12 72 "Ludwigvorstadt-Isarvorstadt" 3 1 1 23 1.08798410055326 1.08272083389015 0.961135367784455
"2895" 990 1052.08 56 "Bogenhausen" 3 0 1 31 0.543992050276629 0.541360416945076 0.961135367784455
"2896" 1060 1150 66 "Au-Haidhausen" 3 1 0 155 1.08798410055326 1.08272083389015 1.0008582768322
"2897" 960 1083.77 61 "Sendling" 2 1 0 89 0.543992050276629 0.541360416945076 0.961135367784455
"2898" 1119.65 1219.52 91 "Bogenhausen" 3 0 0 44 1.08798410055326 1.08272083389015 0.961135367784455
"2899" 1000 1160 55 "Untergiesing" 2 0 1 10 0.543992050276629 0.541360416945076 0.961135367784455
"2900" 1995 2267 101 "Moosach" 2 0 0 10 1.08798410055326 1.08272083389015 0.961135367784455
"2901" 780 938.6 58 "Sendling-Westpark" 2 0 0 15 1.08798410055326 1.08272083389015 0.961135367784455
"2902" 850 935.16 53 "Ludwigvorstadt-Isarvorstadt" 2 1 0 44 0.543992050276629 0.541360416945076 0.961135367784455
"2903" 1500 1663.41 87 "Neuhausen-Nymphenburg" 3 1 1 40 1.08798410055326 1.08272083389015 0.961135367784455
"2904" 820 917.79 63 "Bogenhausen" 3 0 0 82 1.08798410055326 1.08272083389015 0.961135367784455
"2905" 727 822 66 "Sendling" 2 1 0 108 1.08798410055326 1.08272083389015 0.961135367784455
"2906" 1036.68 1201.68 60 "Maxvorstadt" 3 1 0 87 1.08798410055326 1.08272083389015 0.961135367784455
"2907" 1120 1256.16 71 "Bogenhausen" 2 0 1 32 1.08798410055326 1.08272083389015 0.961135367784455
"2908" 1502 1655.18 118 "Fledmoching-Hasenbergel" 2 0 0 48 1.08798410055326 1.08272083389015 0.961135367784455
"2909" 1350 1368.2 120 "Pasing-Obermenzing" 2 0 0 87 1.08798410055326 1.08272083389015 0.961135367784455
"2910" 930 1050 74 "Ramersdorf-Perlach" 3 0 1 60 1.08798410055326 1.08272083389015 0.961135367784455
"2911" 634.42 700 56 "Berg am Laim" 2 0 0 48 0.543992050276629 0.541360416945076 0.961135367784455
"2912" 685 885 42 "Aubing..." 3 0 1 11 1.08798410055326 1.08272083389015 0.961135367784455
"2913" 1971.74 2072.31 89 "Bogenhausen" 3 0 1 58 0.543992050276629 0.541360416945076 0.961135367784455
"2914" 1100 1326.9 70 "Altstadt-Lehel" 3 1 0 99 1.08798410055326 1.08272083389015 0.961135367784455
"2915" 826 924.45 55 "Neuhausen-Nymphenburg" 3 1 1 12 1.08798410055326 1.08272083389015 0.961135367784455
"2916" 1350 1510 104 "Ludwigvorstadt-Isarvorstadt" 3 1 0 126 0.543992050276629 0.541360416945076 1.0008582768322
"2917" 1300 1410 80 "Ludwigvorstadt-Isarvorstadt" 3 1 0 97 0.543992050276629 0.541360416945076 0.961135367784455
"2918" 1361.32 1476.58 102 "Schwabing-Freimann" 3 1 0 60 0.543992050276629 0.541360416945076 0.961135367784455
"2919" 640 700 54 "Maxvorstadt" 2 1 0 94 0.543992050276629 0.541360416945076 0.961135367784455
"2920" 618 710.44 44 "Untergiesing" 2 0 0 93 1.08798410055326 1.08272083389015 0.961135367784455
"2921" 650 800 40 "Bogenhausen" 3 0 1 11 1.08798410055326 1.08272083389015 0.961135367784455
"2922" 995 1295 80 "Bogenhausen" 2 0 1 10 1.08798410055326 1.08272083389015 0.961135367784455
"2923" 565 652.69 29 "Maxvorstadt" 3 1 0 36 1.08798410055326 1.08272083389015 0.961135367784455
"2924" 890 1035 67 "Pasing-Obermenzing" 3 0 1 12 1.08798410055326 1.08272083389015 0.961135367784455
"2925" 1925 1994.89 91 "Moosach" 2 0 0 19 1.08798410055326 1.08272083389015 0.961135367784455
"2926" 920 1037.21 69 "Untergiesing" 2 0 1 59 1.08798410055326 1.08272083389015 0.961135367784455
"2927" 1700 1800 85 "Schwabing-Freimann" 3 1 0 42 0.543992050276629 0.541360416945076 0.961135367784455
"2928" 680 750 47 "Maxvorstadt" 3 1 1 31 1.08798410055326 1.08272083389015 0.961135367784455
"2929" 828.53 935.39 58 "Obergiesing" 2 0 0 44 1.08798410055326 1.08272083389015 0.961135367784455
"2930" 700 777.61 41 "Trudering-Riem" 3 0 1 30 1.08798410055326 1.08272083389015 0.961135367784455
"2931" 739.36 842.16 49 "Thalkirchen..." 3 0 0 83 1.08798410055326 1.08272083389015 0.961135367784455
"2932" 1152.11 1269.19 62 "Schwanthalerh<U+00F6>he" 3 1 0 2 1.08798410055326 1.08272083389015 0.961135367784455
"2933" 918.6 995.92 66 "Schwabing-Freimann" 3 1 0 75 1.08798410055326 1.08272083389015 0.961135367784455
"2934" 1682.4 1750 65 "Altstadt-Lehel" 4 1 1 23 1.08798410055326 1.08272083389015 0.961135367784455
"2935" 2128.4 2221.98 153 "Allach-Untermenzing" 2 0 0 81 1.08798410055326 1.08272083389015 0.961135367784455
"2936" 2700 2900 135 "Ludwigvorstadt-Isarvorstadt" 2 1 1 42 1.08798410055326 1.08272083389015 0.961135367784455
"2937" 930 1160 65 "Sendling-Westpark" 3 0 1 4 1.08798410055326 1.08272083389015 0.961135367784455
"2938" 1240 1320.8 72 "Schwabing West" 3 1 0 65 1.08798410055326 1.08272083389015 0.961135367784455
"2939" 760 832.81 39 "Schwabing West" 3 1 1 7 1.08798410055326 1.08272083389015 0.961135367784455
"2940" 2275.9 2527.1 160 "Bogenhausen" 4 1 0 76 1.08798410055326 1.08272083389015 0.961135367784455
"2941" 768 835 51 "Milbersthofen-Am Hart" 2 0 1 49 0.543992050276629 0.541360416945076 0.961135367784455
"2942" 810 980 80 "Neuhausen-Nymphenburg" 2 1 1 28 1.08798410055326 1.08272083389015 0.961135367784455
"2943" 1704.13 1844.58 95 "Bogenhausen" 4 1 0 73 1.08798410055326 1.08272083389015 0.961135367784455
"2944" 770 872.4 85 "Pasing-Obermenzing" 2 0 0 75 1.08798410055326 1.08272083389015 0.961135367784455
"2945" 1100 1260 61 "Pasing-Obermenzing" 3 0 1 10 1.08798410055326 1.08272083389015 0.961135367784455
